Gene_name,ID
EIF3J,1473
EIF3K,1474
EIF3L,1475
EIF3M,1476
EIF4A1,1477
EIF4A2,1478
EIF4A3,1479
EIF4B,1480
EIF4E,1481
EIF4E3,1482
EIF4EBP2,1483
EIF4ENIF1,1484
EIF4G2,1485
EIF4G3,1486
EIF5,1487
EIF5A2,1488
EIF5B,1489
ELAC2,1490
ELAVL1,1491
ELAVL2,1492
ELAVL3,1493
ELFN1,1494
ELFN2,1495
ELL3,1496
ELMO1,1497
ELMOD1,1498
ELMOD2,1499
ELOVL1,1500
ELP4,1501
EMB,1502
EMC1,1503
EMC2,1504
EMC4,1505
EMC7,1506
EMC8,1507
EMD,1508
EMG1,1509
EMILIN1,1510
EML2,1511
EML3,1512
EML6,1513
ENC1,1514
ENDOD1,1515
ENDOG,1516
ENG,1517
ENO1,1518
ENO2,1519
ENO3,1520
ENPP2,1521
ENPP6,1522
ENSA,1523
ENTHD2,1524
ENTPD1,1525
ENTPD2,1526
ENTPD3,1527
ENTPD6,1528
ENY2,1529
EPB41,1530
EPB41L1,1531
EPB41L2,1532
EPB41L3,1533
EPB41L4B,1534
EPB41L5,1535
EPB42,1536
EPDR1,1537
EPHA4,1538
EPHA5,1539
EPHA6,1540
EPHA7,1541
EPHB1,1542
EPHB2,1543
EPHB6,1544
EPHX1,1545
EPHX4,1546
EPM2AIP1,1547
EPN1,1548
EPN2,1549
EPPK1,1550
EPRS,1551
EPS15,1552
EPS15L1,1553
EPS8,1554
EPS8L2,1555
ERAL1,1556
ERBB2IP,1557
ERBB4,1558
ERC1,1559
ERC2,1560
ERGIC1,1561
ERGIC2,1562
ERGIC3,1563
ERH,1564
ERI3,1565
ERICH5,1566
ERLEC1,1567
ERLIN1,1568
ERLIN2,1569
ERMN,1570
ERMP1,1571
ERP29,1572
ERP44,1573
ESD,1574
ESYT1,1575
ETF1,1576
ETFA,1577
ETFB,1578
ETFDH,1579
ETHE1,1580
ETNPPL,1581
EVI2A,1582
EVI5,1583
EVI5L,1584
EVL,1585
EWSR1,1586
EXD2,1587
EXOC1,1588
EXOC2,1589
EXOC3,1590
EXOC4,1591
EXOC5,1592
EXOC6,1593
EXOC6B,1594
EXOC7,1595
EXOC8,1596
EXOG,1597
EXOSC1,1598
EXOSC10,1599
EXOSC9,1600
EXTL2,1601
EZR,1602
F11R,1603
F13A1,1604
F2,1605
F8A3,1606
FABP3,1607
FABP5,1608
FABP7,1609
FADS2,1610
FAF2,1611
FAH,1612
FAHD1,1613
FAIM2,1614
FAM102A,1615
FAM102B,1616
FAM107A,1617
FAM107B,1618
FAM110B,1619
FAM114A1,1620
FAM114A2,1621
FAM117B,1622
FAM120A,1623
FAM120B,1624
FAM120C,1625
FAM124A,1626
FAM126B,1627
FAM127A,1628
FAM127B,1629
FAM129A,1630
FAM129B,1631
FAM131B,1632
FAM134A,1633
FAM134B,1634
FAM134C,1635
FAM136A,1636
FAM13A,1637
FAM13C,1638
FAM160A2,1639
FAM160B1,1640
FAM160B2,1641
FAM162A,1642
FAM168A,1643
FAM169A,1644
FAM171A2,1645
FAM171B,1646
FAM175B,1647
FAM177A1,1648
FAM188A,1649
FAM192A,1650
FAM195B,1651
FAM19A2,1652
FAM19A5,1653
FAM210A,1654
FAM210B,1655
FAM213A,1656
FAM213B,1657
FAM219A,1658
FAM21C,1659
FAM3C,1660
FAM47E-STBD1,1661
FAM49A,1662
FAM49B,1663
FAM50A,1664
FAM63A,1665
FAM63B,1666
FAM65A,1667
FAM73A,1668
FAM73B,1669
FAM81A,1670
FAM84A,1671
FAM84B,1672
FAM98A,1673
FAM98B,1674
FAM98C,1675
FAR1,1676
FARP1,1677
FARSA,1678
FARSB,1679
FASN,1680
FASTKD2,1681
FAU,1682
FAXC,1683
FBL,1684
FBLL1,1685
FBLN1,1686
FBLN2,1687
FBLN7,1688
FBN1,1689
FBXL15,1690
FBXL16,1691
FBXL17,1692
FBXL18,1693
FBXL2,1694
FBXL20,1695
FBXO2,1696
FBXO21,1697
FBXO22,1698
FBXO3,1699
FBXO31,1700
FBXO41,1701
FBXO44,1702
FBXO45,1703
FBXO7,1704
FBXW5,1705
FBXW9,1706
FCER1G,1707
FCGBP,1708
FCGR1A,1709
FCHO1,1710
FCHO2,1711
FDFT1,1712
FDX1,1713
FECH,1714
FEM1B,1715
FEN1,1716
FERMT2,1717
FERMT3,1718
FEZ2,1719
FGF1,1720
FGF12,1721
FGF14,1722
FGF2,1723
FGFR1OP2,1724
FGFR3,1725
FH,1726
FHL1,1727
FIBP,1728
FIP1L1,1729
FIS1,1730
FKBP10,1731
FKBP15,1732
FKBP1A,1733
FKBP2,1734
FKBP3,1735
FKBP4,1736
FKBP5,1737
FKBP8,1738
FKBP9,1739
FLAD1,1740
FLII,1741
FLNA,1742
FLNB,1743
FLNC,1744
FLOT1,1745
FLOT2,1746
FLRT2,1747
FLT1,1748
FLYWCH2,1749
FMN1,1750
FMN2,1751
FMNL1,1752
FMNL2,1753
FMOD,1754
FMR1,1755
FN1,1756
FN3K,1757
FNBP1,1758
FNBP1L,1759
FNTA,1760
FNTB,1761
FOCAD,1762
FOLH1,1763
FOLR2,1764
FOXK1,1765
FOXO3,1766
FOXRED1,1767
FOXRED2,1768
FRMD4A,1769
FRMD8,1770
FRMPD3,1771
FRMPD4,1772
FRRS1L,1773
FRS3,1774
FRY,1775
FRYL,1776
FRZB,1777
FSCN1,1778
FSD1,1779
FSD1L,1780
FTH1,1781
FTL,1782
FTO,1783
FUBP1,1784
FUBP3,1785
FUCA1,1786
FUK,1787
FUNDC1,1788
FUNDC2,1789
FUS,1790
FUT8,1791
FXN,1792
FXR1,1793
FXR2,1794
FXYD1,1795
FXYD6,1796
FXYD7,1797
FYCO1,1798
FYN,1799
FYTTD1,1800
FZD10,1801
FZD8,1802
G3BP1,1803
G3BP2,1804
G6PD,1805
GAB1,1806
GABARAP,1807
GABARAPL1,1808
GABARAPL2,1809
GABBR1,1810
GABBR2,1811
GABRA1,1812
GABRA2,1813
GABRA3,1814
GABRA4,1815
GABRA5,1816
GABRB1,1817
GABRB2,1818
GABRB3,1819
GABRD,1820
GABRG2,1821
GAD1,1822
GAD2,1823
GADD45GIP1,1824
GAK,1825
GALK1,1826
GALK2,1827
GALNT16,1828
GALNT2,1829
GALNT8,1830
GALT,1831
GANAB,1832
GAP43,1833
GAPDH,1834
GAPVD1,1835
GARNL3,1836
GARS,1837
GAS7,1838
GATAD2A,1839
GATAD2B,1840
GATB,1841
GATC,1842
GATSL2,1843
GBA,1844
GBA2,1845
GBAS,1846
GBE1,1847
GBF1,1848
GBP1,1849
GBP2,1850
GC,1851
GCA,1852
GCC1,1853
GCC2,1854
GCDH,1855
GCLC,1856
GCLM,1857
GCSH,1858
GDA,1859
GDAP1,1860
GDAP1L1,1861
GDAP2,1862
GDE1,1863
GDI1,1864
GDI2,1865
GDPD1,1866
GDPD5,1867
GEMIN5,1868
GFAP,1869
GFM1,1870
GFM2,1871
GFOD1,1872
GFPT1,1873
GFPT2,1874
GFRA2,1875
GGA1,1876
GGA2,1877
GGA3,1878
GGCT,1879
GGPS1,1880
GGT5,1881
GGT7,1882
GHDC,1883
GHITM,1884
GID8,1885
GIMAP4,1886
GIMAP8,1887
GIPC1,1888
GIT1,1889
GIT2,1890
GJA1,1891
GJC2,1892
GK,1893
GKAP1,1894
GLB1,1895
GLCE,1896
GLDC,1897
GLG1,1898
GLIPR2,1899
GLMN,1900
GLO1,1901
GLOD4,1902
GLRA3,1903
GLRB,1904
GLRX,1905
GLRX2,1906
GLRX3,1907
GLS,1908
GLS2,1909
GLTP,1910
GLUL,1911
GLYR1,1912
GM2A,1913
GMDS,1914
GMFB,1915
GMFG,1916
GMPPA,1917
GMPPB,1918
GMPR,1919
GMPR2,1920
GMPS,1921
GNA11,1922
GNA12,1923
GNA13,1924
GNA14,1925
GNAI1,1926
GNAI2,1927
GNAO1,1928
GNAQ,1929
GNAS,1930
GNAT3,1931
GNAZ,1932
GNB1,1933
GNB2,1934
GNB2L1,1935
GNB3,1936
GNB4,1937
GNB5,1938
GNG10,1939
GNG11,1940
GNG12,1941
GNG13,1942
GNG2,1943
GNG3,1944
GNG4,1945
GNG5,1946
GNG7,1947
GNG8,1948
GNL1,1949
GNL3,1950
GNPAT,1951
GNPDA1,1952
GNPDA2,1953
GNPNAT1,1954
GNS,1955
GOLGA2,1956
GOLGA3,1957
GOLGA4,1958
GOLGA5,1959
GOLGA7,1960
GOLGA7B,1961
GOLGB1,1962
GOLIM4,1963
GOLPH3,1964
GOLPH3L,1965
GOPC,1966
GORASP2,1967
GOSR1,1968
GOT1,1969
GPAA1,1970
GPALPP1,1971
GPATCH11,1972
GPATCH2,1973
GPC1,1974
GPC4,1975
GPC5,1976
GPCPD1,1977
GPD1,1978
GPD1L,1979
GPD2,1980
GPHN,1981
GPI,1982
GPKOW,1983
GPM6A,1984
GPM6B,1985
GPNMB,1986
GPR158,1987
GPR37,1988
GPR37L1,1989
GPRASP1,1990
GPRC5B,1991
GPRIN1,1992
GPRIN3,1993
GPS1,1994
GPSM1,1995
GPT2,1996
GPX4,1997
GRAMD1B,1998
GRAMD3,1999
GRAMD4,2000
GRASP,2001
GRB2,2002
GREM2,2003
GRHPR,2004
GRIA1,2005
GRIA2,2006
GRIA3,2007
GRIA4,2008
GRID1,2009
GRIK2,2010
GRIN1,2011
GRIN2A,2012
GRIN2B,2013
GRIN2D,2014
GRIP1,2015
GRIP2,2016
GRIPAP1,2017
GRK5,2018
GRM1,2019
GRM2,2020
GRM3,2021
GRM5,2022
GRM7,2023
GRM8,2024
GRPEL1,2025
GRSF1,2026
GSG1L,2027
GSK3A,2028
GSK3B,2029
GSKIP,2030
GSN,2031
GSPT1,2032
GSPT2,2033
GSTA4,2034
GSTK1,2035
GSTO1,2036
GSTP1,2037
GTDC1,2038
GTF2B,2039
GTF2F1,2040
GTF2F2,2041
GTF2I,2042
GTF3C1,2043
GTF3C3,2044
GTF3C5,2045
GTPBP1,2046
GTPBP10,2047
GTPBP4,2048
GUCY1A2,2049
GUCY1A3,2050
GUCY1B3,2051
GUF1,2052
GUK1,2053
GYG1,2054
GYG2,2055
H1F0,2056
H1FX,2057
H2AFV,2058
H2AFX,2059
H2AFY,2060
H2AFY2,2061
H3F3B,2062
H6PD,2063
HABP4,2064
HACE1,2065
HACL1,2066
HADH,2067
HAGH,2068
HAPLN1,2069
HAPLN2,2070
HAPLN3,2071
HAPLN4,2072
HARS,2073
HAX1,2074
HBA2,2075
HBB,2076
HBD,2077
HBS1L,2078
HCCS,2079
HCFC1,2080
HCLS1,2081
HCN1,2082
HCN2,2083
HCN4,2084
HDAC1,2085
HDAC11,2086
HDAC2,2087
HDAC5,2088
HDAC6,2089
HDAC9,2090
HDGF,2091
HDHD2,2092
HDLBP,2093
HEATR5B,2094
HEATR6,2095
HEBP1,2096
HEBP2,2097
HECA,2098
HECTD1,2099
HECTD3,2100
HECTD4,2101
HECW1,2102
HECW2,2103
HEPACAM,2104
HEPH,2105
HERC1,2106
HERC2,2107
HERC4,2108
HES1,2109
HEXA,2110
HEXIM1,2111
HGS,2112
HIBADH,2113
HID1,2114
HIF1AN,2115
HINT1,2116
HINT2,2117
HINT3,2118
HIP1,2119
HIP1R,2120
HIRIP3,2121
HIST1H1B,2122
HIST1H1D,2123
HIST1H1E,2124
HIST1H4A,2125
HIST2H2AC,2126
HIST2H2BF,2127
HIST3H2BB,2128
HK1,2129
HLA-A,2130
HLA-B,2131
HLA-DPA1,2132
HLA-DRA,2133
HLA-DRB1,2134
HLA-E,2135
HLTF,2136
HMBS,2137
HMCES,2138
HMGA1,2139
HMGB1,2140
HMGB2,2141
HMGB3,2142
HMGCLL1,2143
HMGCS1,2144
HMGN1,2145
HMGN2,2146
HMGN3,2147
HMGN4,2148
HMGN5,2149
HMOX1,2150
HMOX2,2151
HN1,2152
HN1L,2153
HNMT,2154
HNRNPA0,2155
HNRNPA1,2156
HNRNPA2B1,2157
HNRNPA3,2158
HNRNPAB,2159
HNRNPC,2160
HNRNPD,2161
HNRNPDL,2162
HNRNPF,2163
HNRNPH1,2164
HNRNPH2,2165
HNRNPH3,2166
HNRNPK,2167
HNRNPL,2168
HNRNPLL,2169
HNRNPM,2170
HNRNPR,2171
HNRNPU,2172
HNRNPUL1,2173
HOMER1,2174
HOMER2,2175
HOMER3,2176
HOOK1,2177
HOOK3,2178
HOPX,2179
HP,2180
HP1BP3,2181
HPCA,2182
HPCAL1,2183
HPCAL4,2184
HPR,2185
HPRT1,2186
HPS6,2187
HPX,2188
HRAS,2189
HRG,2190
HRSP12,2191
HS1BP3,2192
HS6ST1,2193
HS6ST3,2194
HSBP1,2195
HSCB,2196
HSD11B1,2197
HSD17B10,2198
HSD17B12,2199
HSD17B4,2200
HSDL1,2201
HSP90AA1,2202
HSP90AB1,2203
HSP90B1,2204
HSPA12A,2205
HSPA12B,2206
HSPA13,2207
HSPA14,2208
HSPA1B,2209
HSPA2,2210
HSPA4,2211
HSPA4L,2212
HSPA5,2213
HSPA6,2214
HSPA8,2215
HSPA9,2216
HSPB1,2217
HSPB6,2218
HSPB8,2219
HSPBP1,2220
HSPD1,2221
HSPE1,2222
HSPG2,2223
HSPH1,2224
HTATIP2,2225
HTATSF1,2226
HTR1A,2227
HTR1B,2228
HTR2A,2229
HTRA1,2230
HTRA2,2231
HTT,2232
HUWE1,2233
HVCN1,2234
HYI,2235
HYOU1,2236
HYPK,2237
IAH1,2238
IARS,2239
IARS2,2240
IBA57,2241
ICA1,2242
ICA1L,2243
ICAM1,2244
ICAM5,2245
ICT1,2246
IDE,2247
IDH1,2248
IDH2,2249
IDH3A,2250
IDH3B,2251
IDH3G,2252
IDI1,2253
IFI16,2254
IFIT1,2255
IFIT2,2256
IFIT3,2257
IFT122,2258
IFT140,2259
IFT43,2260
IGBP1,2261
IGFBP5,2262
IGFBP6,2263
IGLON5,2264
IGSF11,2265
IGSF21,2266
IGSF3,2267
IGSF8,2268
IGSF9B,2269
IK,2270
IKBKG,2271
IL16,2272
IL1RAP,2273
IL1RAPL1,2274
ILDR2,2275
ILF2,2276
ILF3,2277
ILK,2278
ILKAP,2279
IMMT,2280
IMPA1,2281
IMPACT,2282
IMPAD1,2283
IMPDH1,2284
IMPDH2,2285
INA,2286
INF2,2287
INIP,2288
INPP1,2289
INPP4A,2290
INPP5A,2291
INPP5D,2292
INPP5J,2293
INSR,2294
INTS3,2295
IP6K1,2296
IPO13,2297
IPO5,2298
IPO7,2299
IPO9,2300
IQGAP1,2301
IQGAP2,2302
IQGAP3,2303
IQSEC1,2304
IQSEC2,2305
IQSEC3,2306
IREB2,2307
IRF2BP1,2308
IRGQ,2309
IRS1,2310
ISCA1,2311
ISCA2,2312
ISCU,2313
ISLR,2314
ISLR2,2315
ISOC1,2316
IST1,2317
ISYNA1,2318
ITCH,2319
ITFG1,2320
ITGA1,2321
ITGA2,2322
ITGA6,2323
ITGA7,2324
ITGAM,2325
ITGAV,2326
ITGAX,2327
ITGB1,2328
ITGB2,2329
ITGB4,2330
ITGB8,2331
ITIH1,2332
ITIH2,2333
ITIH3,2334
ITIH4,2335
ITIH5,2336
ITM2A,2337
ITPKA,2338
ITPKB,2339
ITPR1,2340
ITPR2,2341
ITPR3,2342
ITSN1,2343
ITSN2,2344
IVD,2345
IVNS1ABP,2346
JAK1,2347
JAKMIP1,2348
JAKMIP2,2349
JAKMIP3,2350
JAM3,2351
JMY,2352
JOSD2,2353
JPH1,2354
JPH3,2355
JPH4,2356
JUN,2357
JUND,2358
JUP,2359
KALRN,2360
KANK1,2361
KANK2,2362
KARS,2363
KATNA1,2364
KATNAL1,2365
KATNB1,2366
KAZN,2367
KBTBD11,2368
KBTBD2,2369
KBTBD3,2370
KCMF1,2371
KCNA1,2372
KCNA2,2373
KCNA3,2374
KCNA4,2375
KCNAB1,2376
KCNAB2,2377
KCNB1,2378
KCNB2,2379
KCNC1,2380
KCNC2,2381
KCNC3,2382
KCND1,2383
KCND2,2384
KCND3,2385
KCNH1,2386
KCNH7,2387
KCNIP1,2388
KCNIP2,2389
KCNIP4,2390
KCNJ10,2391
KCNJ3,2392
KCNJ4,2393
KCNJ6,2394
KCNJ9,2395
KCNK4,2396
KCNMA1,2397
KCNN1,2398
KCNN3,2399
KCNQ2,2400
KCNQ3,2401
KCNQ5,2402
KCNT1,2403
KCTD10,2404
KCTD12,2405
KCTD16,2406
KCTD3,2407
KCTD8,2408
KDELR1,2409
KDM3B,2410
KDM5C,2411
KDSR,2412
KHDRBS1,2413
KHDRBS2,2414
KHDRBS3,2415
KHSRP,2416
KIAA0196,2417
KIAA0319L,2418
KIAA0368,2419
KIAA0391,2420
KIAA0513,2421
KIAA0907,2422
KIAA0930,2423
KIAA1033,2424
KIAA1107,2425
KIAA1109,2426
KIAA1143,2427
KIAA1191,2428
KIAA1211,2429
KIAA1211L,2430
KIAA1217,2431
KIAA1324,2432
KIAA1462,2433
KIAA1468,2434
KIAA1549,2435
KIAA1549L,2436
KIAA1671,2437
KIAA1715,2438
KIAA1841,2439
KIDINS220,2440
KIF13A,2441
KIF13B,2442
KIF1A,2443
KIF1B,2444
KIF21A,2445
KIF21B,2446
KIF27,2447
KIF2A,2448
KIF3A,2449
KIF3B,2450
KIF5A,2451
KIF5B,2452
KIF5C,2453
KIFAP3,2454
KIFC2,2455
KIRREL3,2456
KLC1,2457
KLC2,2458
KLHL3,2459
KLHL42,2460
KLK6,2461
KMT2A,2462
KNDC1,2463
KNG1,2464
KPNA1,2465
KPNA3,2466
KPNA4,2467
KPNA5,2468
KPNA6,2469
KPNB1,2470
KRAS,2471
KRT222,2472
KRT73,2473
KRT79,2474
KSR1,2475
KSR2,2476
KTN1,2477
L1CAM,2478
L1TD1,2479
L2HGDH,2480
L3HYPDH,2481
LACE1,2482
LACTB2,2483
LAGE3,2484
LAMA1,2485
LAMA2,2486
LAMA4,2487
LAMA5,2488
LAMB1,2489
LAMB2,2490
LAMC1,2491
LAMC3,2492
LAMP1,2493
LAMP2,2494
LAMP5,2495
LAMTOR1,2496
LAMTOR2,2497
LAMTOR4,2498
LAMTOR5,2499
LANCL1,2500
LANCL2,2501
LARP1,2502
LARP4B,2503
LARP6,2504
LARS,2505
LARS2,2506
LASP1,2507
LBP,2508
LBR,2509
LCK,2510
LCLAT1,2511
LCMT1,2512
LCP1,2513
LDB3,2514
LDHA,2515
LDHB,2516
LDHC,2517
LDHD,2518
LEMD2,2519
LEMD3,2520
LETM1,2521
LETMD1,2522
LGALS1,2523
LGALS3,2524
LGALS3BP,2525
LGALS8,2526
LGALS9,2527
LGALSL,2528
LGI1,2529
LGI2,2530
LGI3,2531
LGI4,2532
LGMN,2533
LHPP,2534
LIAS,2535
LIG3,2536
LIG4,2537
LIMA1,2538
LIMCH1,2539
LIMK1,2540
LIMK2,2541
LIMS1,2542
LIN7A,2543
LIN7B,2544
LIN7C,2545
LINGO1,2546
LINGO2,2547
LIPA,2548
LIPE,2549
LITAF,2550
LLGL1,2551
LLGL2,2552
LMAN1,2553
LMAN2,2554
LMBRD1,2555
LMBRD2,2556
LMF2,2557
LMNA,2558
LMNB1,2559
LMNB2,2560
LMO7,2561
LMOD1,2562
LMTK2,2563
LMTK3,2564
LNPEP,2565
LONP1,2566
LONP2,2567
LONRF2,2568
LPA,2569
LPAR1,2570
LPCAT1,2571
LPCAT2,2572
LPCAT4,2573
LPIN1,2574
LPIN2,2575
LPP,2576
LRBA,2577
LRFN2,2578
LRFN3,2579
LRFN5,2580
LRIG1,2581
LRP1,2582
LRP11,2583
LRP1B,2584
LRP4,2585
LRPAP1,2586
LRPPRC,2587
LRRC16A,2588
LRRC4,2589
LRRC40,2590
LRRC41,2591
LRRC47,2592
LRRC49,2593
LRRC4B,2594
LRRC4C,2595
LRRC57,2596
LRRC59,2597
LRRC7,2598
LRRC73,2599
LRRC75A,2600
LRRC8A,2601
LRRC8B,2602
LRRC8D,2603
LRRFIP1,2604
LRRFIP2,2605
LRRTM1,2606
LRRTM2,2607
LRRTM3,2608
LRRTM4,2609
LRSAM1,2610
LRTM2,2611
LSAMP,2612
LSG1,2613
LSM11,2614
LSM12,2615
LSM14A,2616
LSM14B,2617
LSM4,2618
LSM6,2619
LSM7,2620
LSP1,2621
LTA4H,2622
LTF,2623
LTN1,2624
LUC7L,2625
LUC7L3,2626
LUM,2627
LUZP1,2628
LY6H,2629
LYNX1,2630
LYPLA1,2631
LYPLA2,2632
LYRM1,2633
LYRM2,2634
LYRM4,2635
LYRM7,2636
LYRM9,2637
LYSMD1,2638
LYSMD2,2639
LYVE1,2640
LYZ,2641
LZIC,2642
LZTFL1,2643
LZTS1,2644
M6PR,2645
MACF1,2646
MACROD1,2647
MACROD2,2648
MAD1L1,2649
MADD,2650
MAEA,2651
MAG,2652
MAGED1,2653
MAGED2,2654
MAGEE1,2655
MAGI1,2656
MAGI2,2657
MAGI3,2658
MAGOH,2659
MAL2,2660
MALSU1,2661
MAN1B1,2662
MAN2A2,2663
MAN2B1,2664
MANF,2665
MAOA,2666
MAOB,2667
MAP1A,2668
MAP1B,2669
MAP1LC3A,2670
MAP1S,2671
MAP2,2672
MAP2K1,2673
MAP2K2,2674
MAP2K3,2675
MAP2K4,2676
MAP2K6,2677
MAP2K7,2678
MAP3K10,2679
MAP3K12,2680
MAP3K13,2681
MAP3K5,2682
MAP4,2683
MAP4K2,2684
MAP4K3,2685
MAP4K4,2686
MAP6,2687
MAP6D1,2688
MAP7,2689
MAP7D1,2690
MAP7D2,2691
MAP9,2692
MAPK1,2693
MAPK10,2694
MAPK11,2695
MAPK3,2696
MAPK4,2697
MAPK8,2698
MAPK8IP2,2699
MAPK9,2700
MAPKAPK2,2701
MAPRE1,2702
MAPRE2,2703
MAPRE3,2704
MAPT,2705
MARCKS,2706
MARCKSL1,2707
MARK1,2708
MARK2,2709
MARK3,2710
MARK4,2711
MARS,2712
MAST1,2713
MAST2,2714
MAST3,2715
MAT1A,2716
MAT2A,2717
MAT2B,2718
MATK,2719
MATR3,2720
MAVS,2721
MB21D2,2722
MBLAC2,2723
MBNL1,2724
MBNL2,2725
MBOAT2,2726
MBOAT7,2727
MBP,2728
MCAM,2729
MCAT,2730
MCC,2731
MCF2L,2732
MCF2L2,2733
MCM3AP,2734
MCTS1,2735
MCU,2736
MCUR1,2737
MDC1,2738
MDGA2,2739
MDH1,2740
MDH2,2741
MDK,2742
ME1,2743
ME2,2744
ME3,2745
MECP2,2746
MECR,2747
MEF2C,2748
MEF2D,2749
MEGF9,2750
MEMO1,2751
MEN1,2752
MESDC2,2753
MEST,2754
METAP1,2755
METAP2,2756
METTL13,2757
METTL14,2758
METTL17,2759
METTL3,2760
METTL7A,2761
METTL7B,2762
METTL9,2763
MFAP1,2764
MFAP2,2765
MFF,2766
MFGE8,2767
MFN2,2768
MFSD4,2769
MFSD6,2770
MGARP,2771
MGEA5,2772
MGLL,2773
MGST1,2774
MGST3,2775
MIA3,2776
MIB1,2777
MIB2,2778
MICAL3,2779
MICALL1,2780
MICU1,2781
MICU3,2782
MID1IP1,2783
MIEF1,2784
MIEN1,2785
MIF,2786
MIF4GD,2787
MINK1,2788
MIOS,2789
MIPEP,2790
MKKS,2791
MKL1,2792
MKL2,2793
MLC1,2794
MLEC,2795
MLF1,2796
MLF2,2797
MLH1,2798
MLIP,2799
MLLT11,2800
MLLT4,2801
MLYCD,2802
MMAA,2803
MMGT1,2804
MMRN2,2805
MNDA,2806
MOAP1,2807
MOB1B,2808
MOB2,2809
MOB3A,2810
MOB4,2811
MOBP,2812
MOCS1,2813
MOCS3,2814
MOG,2815
MON2,2816
MORC2,2817
MORF4L2,2818
MORN4,2819
MOSPD2,2820
MPC1,2821
MPC2,2822
MPDZ,2823
MPI,2824
MPO,2825
MPP1,2826
MPP2,2827
MPP3,2828
MPP6,2829
MPP7,2830
MPPED2,2831
MPRIP,2832
MPST,2833
MPV17,2834
MRAS,2835
MRI1,2836
MRM1,2837
MROH1,2838
MRPL1,2839
MRPL10,2840
MRPL11,2841
MRPL13,2842
MRPL14,2843
MRPL15,2844
MRPL16,2845
MRPL17,2846
MRPL18,2847
MRPL19,2848
MRPL2,2849
MRPL20,2850
MRPL21,2851
MRPL22,2852
MRPL23,2853
